index,Matchup URL,Matchup,Teams,Opponent,Round Win Pct,Map Win Pct
1,https://www.vlr.gg/337414/g2-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lbf,G2 Esports_vs_LEVIATÁN,A,Others,0.543859649122807,0.6363636363636364
2,https://www.vlr.gg/337414/g2-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lbf,G2 Esports_vs_LEVIATÁN,B,A,0.5483870967741935,0.6666666666666666
3,https://www.vlr.gg/337414/g2-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lbf,G2 Esports_vs_LEVIATÁN,B,Others,0.5142857142857142,0.5789473684210527
0,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4,KRÜ Esports_vs_100 Thieves,A,B,0.4915254237288136,0.3333333333333333
1,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4,KRÜ Esports_vs_100 Thieves,A,Others,0.5596816976127321,0.6666666666666666
2,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4,KRÜ Esports_vs_100 Thieves,B,A,0.5084745762711864,0.6666666666666666
3,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4,KRÜ Esports_vs_100 Thieves,B,Others,0.48533333333333334,0.4444444444444444
0,https://www.vlr.gg/314622/cloud9-vs-leviat-n-champions-tour-2024-americas-stage-1-w1,Cloud9_vs_LEVIATÁN,A,B,0.49282296650717705,0.4
1,https://www.vlr.gg/314622/cloud9-vs-leviat-n-champions-tour-2024-americas-stage-1-w1,Cloud9_vs_LEVIATÁN,A,Others,0.4567901234567901,0.2857142857142857
2,https://www.vlr.gg/314622/cloud9-vs-leviat-n-champions-tour-2024-americas-stage-1-w1,Cloud9_vs_LEVIATÁN,B,A,0.507177033492823,0.6
3,https://www.vlr.gg/314622/cloud9-vs-leviat-n-champions-tour-2024-americas-stage-1-w1,Cloud9_vs_LEVIATÁN,B,Others,0.45481049562682213,0.4117647058823529
0,https://www.vlr.gg/314623/nrg-esports-vs-loud-champions-tour-2024-americas-stage-1-w1,NRG Esports_vs_LOUD,A,B,0.48404255319148937,0.375
1,https://www.vlr.gg/314623/nrg-esports-vs-loud-champions-tour-2024-americas-stage-1-w1,NRG Esports_vs_LOUD,A,Others,0.5325581395348837,0.6842105263157895
2,https://www.vlr.gg/314623/nrg-esports-vs-loud-champions-tour-2024-americas-stage-1-w1,NRG Esports_vs_LOUD,B,A,0.5159574468085106,0.625
3,https://www.vlr.gg/314623/nrg-esports-vs-loud-champions-tour-2024-americas-stage-1-w1,NRG Esports_vs_LOUD,B,Others,0.5591133004926109,0.7
0,https://www.vlr.gg/314626/kr-esports-vs-furia-champions-tour-2024-americas-stage-1-w1,KRÜ Esports_vs_FURIA,A,B,0.4563758389261745,0.2857142857142857
1,https://www.vlr.gg/314626/kr-esports-vs-furia-champions-tour-2024-americas-stage-1-w1,KRÜ Esports_vs_FURIA,A,Others,0.5433673469387755,0.5789473684210527
2,https://www.vlr.gg/314626/kr-esports-vs-furia-champions-tour-2024-americas-stage-1-w1,KRÜ Esports_vs_FURIA,B,A,0.5436241610738255,0.7142857142857143
3,https://www.vlr.gg/314626/kr-esports-vs-furia-champions-tour-2024-americas-stage-1-w1,KRÜ Esports_vs_FURIA,B,Others,0.46113989637305697,0.23529411764705882
0,https://www.vlr.gg/314629/sentinels-vs-leviat-n-champions-tour-2024-americas-stage-1-w2,Sentinels_vs_LEVIATÁN,A,B,0.4506172839506173,0.375
1,https://www.vlr.gg/314629/sentinels-vs-leviat-n-champions-tour-2024-americas-stage-1-w2,Sentinels_vs_LEVIATÁN,A,Others,0.6190476190476191,1.0
2,https://www.vlr.gg/314629/sentinels-vs-leviat-n-champions-tour-2024-americas-stage-1-w2,Sentinels_vs_LEVIATÁN,B,A,0.5493827160493827,0.625
3,https://www.vlr.gg/314629/sentinels-vs-leviat-n-champions-tour-2024-americas-stage-1-w2,Sentinels_vs_LEVIATÁN,B,Others,0.4491869918699187,0.391304347826087
0,https://www.vlr.gg/314630/kr-esports-vs-mibr-champions-tour-2024-americas-stage-1-w2,KRÜ Esports_vs_MIBR,A,B,0.5486725663716814,0.6
1,https://www.vlr.gg/314630/kr-esports-vs-mibr-champions-tour-2024-americas-stage-1-w2,KRÜ Esports_vs_MIBR,A,Others,0.549636803874092,0.6
2,https://www.vlr.gg/314630/kr-esports-vs-mibr-champions-tour-2024-americas-stage-1-w2,KRÜ Esports_vs_MIBR,B,A,0.45132743362831856,0.4
3,https://www.vlr.gg/314630/kr-esports-vs-mibr-champions-tour-2024-americas-stage-1-w2,KRÜ Esports_vs_MIBR,B,Others,0.4946236559139785,0.5294117647058824
0,https://www.vlr.gg/295605/nrg-esports-vs-furia-champions-tour-2024-americas-kickoff-opening-a,NRG Esports_vs_FURIA,A,B,0.5625,0.8
1,https://www.vlr.gg/295605/nrg-esports-vs-furia-champions-tour-2024-americas-kickoff-opening-a,NRG Esports_vs_FURIA,A,Others,0.5504807692307693,0.631578947368421
2,https://www.vlr.gg/295605/nrg-esports-vs-furia-champions-tour-2024-americas-kickoff-opening-a,NRG Esports_vs_FURIA,B,A,0.4375,0.2
3,https://www.vlr.gg/295605/nrg-esports-vs-furia-champions-tour-2024-americas-kickoff-opening-a,NRG Esports_vs_FURIA,B,Others,0.4765432098765432,0.3888888888888889
0,https://www.vlr.gg/314632/cloud9-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w2,Cloud9_vs_Evil Geniuses,A,B,0.4728682170542636,0.6666666666666666
1,https://www.vlr.gg/314632/cloud9-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w2,Cloud9_vs_Evil Geniuses,A,Others,0.4745762711864407,0.4
2,https://www.vlr.gg/314632/cloud9-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w2,Cloud9_vs_Evil Geniuses,B,A,0.5271317829457365,0.3333333333333333
3,https://www.vlr.gg/314632/cloud9-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w2,Cloud9_vs_Evil Geniuses,B,Others,0.4387254901960784,0.3684210526315789
0,https://www.vlr.gg/314634/sentinels-vs-mibr-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_MIBR,A,B,0.6842105263157895,1.0
1,https://www.vlr.gg/314634/sentinels-vs-mibr-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_MIBR,A,Others,0.5294117647058824,0.5
2,https://www.vlr.gg/314634/sentinels-vs-mibr-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_MIBR,B,A,0.3157894736842105,0.0
3,https://www.vlr.gg/314634/sentinels-vs-mibr-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_MIBR,B,Others,0.5065616797900262,0.5294117647058824
0,https://www.vlr.gg/314635/cloud9-vs-loud-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_LOUD,A,B,0.45901639344262296,0.3333333333333333
1,https://www.vlr.gg/314635/cloud9-vs-loud-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_LOUD,A,Others,0.4966216216216216,0.46153846153846156
2,https://www.vlr.gg/314635/cloud9-vs-loud-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_LOUD,B,A,0.5409836065573771,0.6666666666666666
3,https://www.vlr.gg/314635/cloud9-vs-loud-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_LOUD,B,Others,0.5124716553287982,0.6190476190476191
0,https://www.vlr.gg/314636/kr-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_Evil Geniuses,A,B,0.45588235294117646,0.3333333333333333
1,https://www.vlr.gg/314636/kr-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_Evil Geniuses,A,Others,0.5569948186528497,0.631578947368421
2,https://www.vlr.gg/314636/kr-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_Evil Geniuses,B,A,0.5441176470588235,0.6666666666666666
3,https://www.vlr.gg/314636/kr-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_Evil Geniuses,B,Others,0.45219638242894056,0.42105263157894735
0,https://www.vlr.gg/314637/nrg-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_LEVIATÁN,A,B,0.36585365853658536,0.0
1,https://www.vlr.gg/314637/nrg-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_LEVIATÁN,A,Others,0.5595854922279793,0.6666666666666666
2,https://www.vlr.gg/314637/nrg-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_LEVIATÁN,B,A,0.6341463414634146,1.0
3,https://www.vlr.gg/314637/nrg-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_LEVIATÁN,B,Others,0.4725490196078431,0.4782608695652174
0,https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_100 Thieves,A,B,0.4808743169398907,0.5
1,https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_100 Thieves,A,Others,0.5125348189415042,0.5
2,https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_100 Thieves,B,A,0.5191256830601093,0.5
3,https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3,Cloud9_vs_100 Thieves,B,Others,0.47642679900744417,0.42105263157894735
0,https://www.vlr.gg/314640/sentinels-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_Evil Geniuses,A,B,0.4603174603174603,0.3333333333333333
1,https://www.vlr.gg/314640/sentinels-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_Evil Geniuses,A,Others,0.5797101449275363,0.6666666666666666
2,https://www.vlr.gg/314640/sentinels-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_Evil Geniuses,B,A,0.5396825396825397,0.6666666666666666
3,https://www.vlr.gg/314640/sentinels-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w3,Sentinels_vs_Evil Geniuses,B,Others,0.4137055837563452,0.3157894736842105
0,https://www.vlr.gg/314641/nrg-esports-vs-mibr-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_MIBR,A,B,0.4819277108433735,0.3333333333333333
1,https://www.vlr.gg/314641/nrg-esports-vs-mibr-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_MIBR,A,Others,0.5194029850746269,0.5625
2,https://www.vlr.gg/314641/nrg-esports-vs-mibr-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_MIBR,B,A,0.5180722891566265,0.6666666666666666
3,https://www.vlr.gg/314641/nrg-esports-vs-mibr-champions-tour-2024-americas-stage-1-w3,NRG Esports_vs_MIBR,B,Others,0.4657142857142857,0.4375
0,https://www.vlr.gg/314643/kr-esports-vs-loud-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_LOUD,A,B,0.5072463768115942,0.5
1,https://www.vlr.gg/314643/kr-esports-vs-loud-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_LOUD,A,Others,0.5541237113402062,0.631578947368421
2,https://www.vlr.gg/314643/kr-esports-vs-loud-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_LOUD,B,A,0.4927536231884058,0.5
3,https://www.vlr.gg/314643/kr-esports-vs-loud-champions-tour-2024-americas-stage-1-w3,KRÜ Esports_vs_LOUD,B,Others,0.48642533936651583,0.5714285714285714
0,https://www.vlr.gg/314644/g2-esports-vs-mibr-champions-tour-2024-americas-stage-1-w4,G2 Esports_vs_MIBR,A,B,0.4657534246575342,0.3333333333333333
1,https://www.vlr.gg/314644/g2-esports-vs-mibr-champions-tour-2024-americas-stage-1-w4,G2 Esports_vs_MIBR,A,Others,0.45161290322580644,0.3333333333333333
2,https://www.vlr.gg/314644/g2-esports-vs-mibr-champions-tour-2024-americas-stage-1-w4,G2 Esports_vs_MIBR,B,A,0.5342465753424658,0.6666666666666666
3,https://www.vlr.gg/314644/g2-esports-vs-mibr-champions-tour-2024-americas-stage-1-w4,G2 Esports_vs_MIBR,B,Others,0.43174603174603177,0.3333333333333333
0,https://www.vlr.gg/314645/sentinels-vs-loud-champions-tour-2024-americas-stage-1-w4,Sentinels_vs_LOUD,A,B,0.5441860465116279,0.5
1,https://www.vlr.gg/314645/sentinels-vs-loud-champions-tour-2024-americas-stage-1-w4,Sentinels_vs_LOUD,A,Others,0.5480769230769231,0.5555555555555556
2,https://www.vlr.gg/314645/sentinels-vs-loud-champions-tour-2024-americas-stage-1-w4,Sentinels_vs_LOUD,B,A,0.4558139534883721,0.5
3,https://www.vlr.gg/314645/sentinels-vs-loud-champions-tour-2024-americas-stage-1-w4,Sentinels_vs_LOUD,B,Others,0.5,0.5263157894736842
0,https://www.vlr.gg/314646/cloud9-vs-furia-champions-tour-2024-americas-stage-1-w4,Cloud9_vs_FURIA,A,B,0.5073529411764706,0.5714285714285714
1,https://www.vlr.gg/314646/cloud9-vs-furia-champions-tour-2024-americas-stage-1-w4,Cloud9_vs_FURIA,A,Others,0.4949748743718593,0.4444444444444444
2,https://www.vlr.gg/314646/cloud9-vs-furia-champions-tour-2024-americas-stage-1-w4,Cloud9_vs_FURIA,B,A,0.49264705882352944,0.42857142857142855
3,https://www.vlr.gg/314646/cloud9-vs-furia-champions-tour-2024-americas-stage-1-w4,Cloud9_vs_FURIA,B,Others,0.38622754491017963,0.125
0,https://www.vlr.gg/314647/nrg-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w4,NRG Esports_vs_Evil Geniuses,A,B,0.5477386934673367,0.6666666666666666
1,https://www.vlr.gg/314647/nrg-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w4,NRG Esports_vs_Evil Geniuses,A,Others,0.5577557755775577,0.7333333333333333
2,https://www.vlr.gg/314647/nrg-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w4,NRG Esports_vs_Evil Geniuses,B,A,0.45226130653266333,0.3333333333333333
3,https://www.vlr.gg/314647/nrg-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w4,NRG Esports_vs_Evil Geniuses,B,Others,0.43271767810026385,0.3888888888888889
0,https://www.vlr.gg/314650/sentinels-vs-furia-champions-tour-2024-americas-stage-1-w5,Sentinels_vs_FURIA,A,B,0.5177304964539007,0.6666666666666666
1,https://www.vlr.gg/314650/sentinels-vs-furia-champions-tour-2024-americas-stage-1-w5,Sentinels_vs_FURIA,A,Others,0.5180722891566265,0.45454545454545453
2,https://www.vlr.gg/314650/sentinels-vs-furia-champions-tour-2024-americas-stage-1-w5,Sentinels_vs_FURIA,B,A,0.48226950354609927,0.3333333333333333
3,https://www.vlr.gg/314650/sentinels-vs-furia-champions-tour-2024-americas-stage-1-w5,Sentinels_vs_FURIA,B,Others,0.39296187683284456,0.17647058823529413
0,https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5,NRG Esports_vs_100 Thieves,A,B,0.48951048951048953,0.42857142857142855
1,https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5,NRG Esports_vs_100 Thieves,A,Others,0.5301204819277109,0.625
2,https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5,NRG Esports_vs_100 Thieves,B,A,0.5104895104895105,0.5714285714285714
3,https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5,NRG Esports_vs_100 Thieves,B,Others,0.488,0.4444444444444444
0,https://www.vlr.gg/337413/kr-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lr1,KRÜ Esports_vs_LEVIATÁN,A,B,0.35353535353535354,0.2
1,https://www.vlr.gg/337413/kr-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lr1,KRÜ Esports_vs_LEVIATÁN,A,Others,0.5451807228915663,0.625
2,https://www.vlr.gg/337413/kr-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lr1,KRÜ Esports_vs_LEVIATÁN,B,A,0.6464646464646465,0.8
3,https://www.vlr.gg/337413/kr-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lr1,KRÜ Esports_vs_LEVIATÁN,B,Others,0.5011933174224343,0.5263157894736842
0,https://www.vlr.gg/295609/cloud9-vs-mibr-champions-tour-2024-americas-kickoff-decider-a,Cloud9_vs_MIBR,A,B,0.5825242718446602,0.8
1,https://www.vlr.gg/295609/cloud9-vs-mibr-champions-tour-2024-americas-kickoff-decider-a,Cloud9_vs_MIBR,A,Others,0.41304347826086957,0.0
2,https://www.vlr.gg/295609/cloud9-vs-mibr-champions-tour-2024-americas-kickoff-decider-a,Cloud9_vs_MIBR,B,A,0.4174757281553398,0.2
3,https://www.vlr.gg/295609/cloud9-vs-mibr-champions-tour-2024-americas-kickoff-decider-a,Cloud9_vs_MIBR,B,Others,0.4080267558528428,0.26666666666666666
0,https://www.vlr.gg/337407/cloud9-vs-g2-esports-champions-tour-2024-americas-stage-1-ko,Cloud9_vs_G2 Esports,A,B,0.5,0.5
1,https://www.vlr.gg/337407/cloud9-vs-g2-esports-champions-tour-2024-americas-stage-1-ko,Cloud9_vs_G2 Esports,A,Others,0.5182291666666666,0.5555555555555556
2,https://www.vlr.gg/337407/cloud9-vs-g2-esports-champions-tour-2024-americas-stage-1-ko,Cloud9_vs_G2 Esports,B,A,0.5,0.5
3,https://www.vlr.gg/337407/cloud9-vs-g2-esports-champions-tour-2024-americas-stage-1-ko,Cloud9_vs_G2 Esports,B,Others,0.48936170212765956,0.42857142857142855
0,https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko,100 Thieves_vs_LOUD,A,B,0.391304347826087,0.0
1,https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko,100 Thieves_vs_LOUD,A,Others,0.5171428571428571,0.5294117647058824
2,https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko,100 Thieves_vs_LOUD,B,A,0.6086956521739131,1.0
3,https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko,100 Thieves_vs_LOUD,B,Others,0.4725848563968668,0.47368421052631576
0,https://www.vlr.gg/337409/kr-esports-vs-g2-esports-champions-tour-2024-americas-stage-1-ubsf,KRÜ Esports_vs_G2 Esports,A,B,0.44545454545454544,0.2
1,https://www.vlr.gg/337409/kr-esports-vs-g2-esports-champions-tour-2024-americas-stage-1-ubsf,KRÜ Esports_vs_G2 Esports,A,Others,0.5703517587939698,0.7368421052631579
2,https://www.vlr.gg/337409/kr-esports-vs-g2-esports-champions-tour-2024-americas-stage-1-ubsf,KRÜ Esports_vs_G2 Esports,B,A,0.5545454545454546,0.8
3,https://www.vlr.gg/337409/kr-esports-vs-g2-esports-champions-tour-2024-americas-stage-1-ubsf,KRÜ Esports_vs_G2 Esports,B,Others,0.5159574468085106,0.5555555555555556
0,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf,100 Thieves_vs_G2 Esports,A,B,0.5660377358490566,0.8
1,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf,100 Thieves_vs_G2 Esports,A,Others,0.5375722543352601,0.5882352941176471
2,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf,100 Thieves_vs_G2 Esports,B,A,0.4339622641509434,0.2
3,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf,100 Thieves_vs_G2 Esports,B,Others,0.5375722543352601,0.625
0,https://www.vlr.gg/295608/furia-vs-mibr-champions-tour-2024-americas-kickoff-elim-a,FURIA_vs_MIBR,A,B,0.5909090909090909,1.0
1,https://www.vlr.gg/295608/furia-vs-mibr-champions-tour-2024-americas-kickoff-elim-a,FURIA_vs_MIBR,A,Others,0.4594594594594595,0.2777777777777778
2,https://www.vlr.gg/295608/furia-vs-mibr-champions-tour-2024-americas-kickoff-elim-a,FURIA_vs_MIBR,B,A,0.4090909090909091,0.0
3,https://www.vlr.gg/295608/furia-vs-mibr-champions-tour-2024-americas-kickoff-elim-a,FURIA_vs_MIBR,B,Others,0.38782051282051283,0.1875
0,https://www.vlr.gg/303087/evil-geniuses-vs-loud-champions-tour-2024-americas-kickoff-sf,Evil Geniuses_vs_LOUD,A,B,0.5170731707317073,0.6
1,https://www.vlr.gg/303087/evil-geniuses-vs-loud-champions-tour-2024-americas-kickoff-sf,Evil Geniuses_vs_LOUD,A,Others,0.5536723163841808,0.6470588235294118
2,https://www.vlr.gg/303087/evil-geniuses-vs-loud-champions-tour-2024-americas-kickoff-sf,Evil Geniuses_vs_LOUD,B,A,0.48292682926829267,0.4
3,https://www.vlr.gg/303087/evil-geniuses-vs-loud-champions-tour-2024-americas-kickoff-sf,Evil Geniuses_vs_LOUD,B,Others,0.5730994152046783,0.8125
